Order_ID,Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,is_returned,days_to_return,return_probability
ORD00000050,PROD00000050,USER00000050,2023-06-14,2024-07-21,0,23.6,1,Defective,Returned,-19522.0,37,0,34,0,1,6.53,1,403.0,1.0
ORD00000053,PROD00000053,USER00000053,2024-03-12,2023-05-21,1,359.9,3,Defective,Returned,-19795.0,55,0,8,1,2,3.01,1,-296.0,1.0
ORD00000055,PROD00000055,USER00000055,2023-04-30,2023-04-11,3,352.93,4,Changed mind,Returned,-19478.0,34,1,18,2,0,22.83,1,-19.0,1.0
ORD00000057,PROD00000057,USER00000057,2024-09-22,2023-09-10,0,301.68,2,Changed mind,Returned,-19989.0,47,1,78,3,2,30.59,1,-378.0,1.0
ORD00000060,PROD00000060,USER00000060,2024-10-26,2024-02-24,0,389.83,4,Wrong item,Returned,-20023.0,40,0,33,2,0,12.23,1,-245.0,1.0
ORD00000064,PROD00000064,USER00000064,2024-07-06,2023-03-17,0,429.41,3,Wrong item,Returned,-19911.0,53,1,33,1,1,13.22,1,-477.0,1.0
ORD00000065,PROD00000065,USER00000065,2023-06-03,2023-09-22,4,280.61,2,Defective,Returned,-19511.0,32,1,92,1,0,2.34,1,111.0,1.0
ORD00000067,PROD00000067,USER00000067,2023-11-07,2023-05-30,4,227.79,3,Not as described,Returned,-19669.0,70,0,18,2,1,27.11,1,-161.0,1.0
ORD00000068,PROD00000068,USER00000068,2023-11-13,2024-06-16,2,394.08,3,Wrong item,Returned,-19674.0,62,1,14,0,1,12.27,1,216.0,1.0
ORD00000070,PROD00000070,USER00000070,2024-05-24,2023-06-21,4,87.17,4,Defective,Returned,-19868.0,46,0,41,2,0,32.02,1,-338.0,1.0
ORD00000075,PROD00000075,USER00000075,2023-05-08,2024-01-19,2,332.39,5,Not as described,Returned,-19485.0,36,1,44,1,1,24.31,1,256.0,1.0
ORD00000077,PROD00000077,USER00000077,2023-04-09,2024-01-21,0,185.34,2,Not as described,Returned,-19456.0,31,0,21,3,2,36.01,1,287.0,1.0
ORD00000078,PROD00000078,USER00000078,2023-05-07,2024-08-10,4,64.29,2,Not as described,Returned,-19484.0,39,1,49,1,0,47.4,1,461.0,1.0
ORD00000081,PROD00000081,USER00000081,2024-03-21,2023-09-13,1,429.47,5,Defective,Returned,-19804.0,39,1,1,2,2,44.36,1,-190.0,1.0
ORD00000082,PROD00000082,USER00000082,2023-03-17,2023-08-31,2,496.22,5,Changed mind,Returned,-19433.0,67,1,24,2,1,32.87,1,167.0,1.0
ORD00000083,PROD00000083,USER00000083,2023-06-08,2024-10-23,2,52.19,1,Not as described,Returned,-19516.0,21,0,12,1,2,35.14,1,503.0,1.0
ORD00000088,PROD00000088,USER00000088,2023-12-12,2023-09-27,2,78.94,2,Changed mind,Returned,-19704.0,23,0,0,0,0,49.94,1,-76.0,1.0
ORD00000091,PROD00000091,USER00000091,2024-12-25,2024-08-11,4,99.21,1,Not as described,Returned,-20083.0,29,0,89,3,1,30.21,1,-136.0,1.0
ORD00000092,PROD00000092,USER00000092,2023-10-02,2024-02-27,3,394.71,4,Changed mind,Returned,-19632.0,66,0,10,2,1,16.01,1,148.0,1.0
ORD00000093,PROD00000093,USER00000093,2023-07-29,2024-07-01,3,230.9,2,Defective,Returned,-19567.0,69,1,1,0,1,26.62,1,338.0,1.0
ORD00000096,PROD00000096,USER00000096,2023-06-18,2023-11-08,4,496.31,4,Defective,Returned,-19526.0,53,1,86,2,1,10.15,1,143.0,1.0
ORD00000097,PROD00000097,USER00000097,2024-12-08,2024-04-15,4,104.39,2,Defective,Returned,-20066.0,58,0,36,0,2,28.68,1,-237.0,1.0
ORD00000099,PROD00000099,USER00000099,2023-12-07,2024-12-30,0,46.61,1,Wrong item,Returned,-19698.0,42,1,34,0,1,8.9,1,389.0,1.0
ORD00000101,PROD00000101,USER00000101,2024-05-01,2024-08-20,0,169.93,5,Wrong item,Returned,-19844.0,40,1,29,0,1,27.73,1,111.0,1.0
ORD00000104,PROD00000104,USER00000104,2023-04-10,2023-10-24,3,35.16,3,Defective,Returned,-19457.0,48,0,13,3,1,3.9,1,197.0,1.0
ORD00000106,PROD00000106,USER00000106,2023-09-03,2023-04-04,0,448.84,2,Changed mind,Returned,-19604.0,60,1,5,2,0,26.3,1,-152.0,1.0
ORD00000111,PROD00000111,USER00000111,2024-08-03,2023-09-01,3,315.11,5,Defective,Returned,-19939.0,50,0,66,3,0,37.68,1,-337.0,1.0
ORD00000112,PROD00000112,USER00000112,2024-05-12,2023-04-06,1,259.57,2,Not as described,Returned,-19856.0,55,0,90,0,1,40.28,1,-402.0,1.0
ORD00000115,PROD00000115,USER00000115,2024-06-07,2023-06-01,4,197.66,4,Not as described,Returned,-19882.0,59,0,88,0,1,42.31,1,-372.0,1.0
ORD00000116,PROD00000116,USER00000116,2023-09-26,2024-07-15,0,79.9,4,Defective,Returned,-19626.0,42,0,69,3,0,22.19,1,293.0,1.0
ORD00000117,PROD00000117,USER00000117,2024-02-04,2024-09-17,2,265.23,4,Changed mind,Returned,-19757.0,57,1,87,0,1,49.85,1,226.0,1.0
ORD00000118,PROD00000118,USER00000118,2023-12-04,2023-07-01,0,91.84,2,Not as described,Returned,-19696.0,56,0,64,0,1,31.58,1,-156.0,1.0
ORD00000120,PROD00000120,USER00000120,2024-08-08,2024-10-13,0,245.44,5,Changed mind,Returned,-19943.0,29,0,21,3,2,25.44,1,66.0,1.0
ORD00000123,PROD00000123,USER00000123,2024-07-04,2023-11-02,2,490.8,2,Changed mind,Returned,-19909.0,37,0,8,0,0,43.37,1,-245.0,1.0
ORD00000131,PROD00000131,USER00000131,2024-05-24,2023-10-10,0,219.29,2,Changed mind,Returned,-19868.0,56,1,52,0,0,32.59,1,-227.0,1.0
ORD00000132,PROD00000132,USER00000132,2023-02-15,2024-09-03,2,174.94,1,Defective,Returned,-19403.0,62,0,38,3,1,22.43,1,566.0,1.0
ORD00000134,PROD00000134,USER00000134,2023-01-25,2023-01-05,0,18.83,1,Wrong item,Returned,-19383.0,27,1,11,2,2,1.57,1,-20.0,1.0
ORD00000135,PROD00000135,USER00000135,2024-05-31,2023-07-16,2,291.09,4,Changed mind,Returned,-19875.0,19,0,56,1,0,8.37,1,-320.0,1.0
ORD00000136,PROD00000136,USER00000136,2023-01-23,2023-06-11,4,386.51,1,Wrong item,Returned,-19380.0,27,1,41,0,2,10.19,1,139.0,1.0
ORD00000137,PROD00000137,USER00000137,2024-07-17,2024-01-13,2,285.21,4,Not as described,Returned,-19922.0,32,1,33,1,1,40.21,1,-186.0,1.0
ORD00000139,PROD00000139,USER00000139,2024-04-09,2023-10-13,0,16.55,4,Changed mind,Returned,-19823.0,21,0,19,0,0,22.61,1,-179.0,1.0
ORD00000140,PROD00000140,USER00000140,2024-10-09,2023-10-15,3,161.94,5,Changed mind,Returned,-20006.0,68,0,54,2,2,35.96,1,-360.0,1.0
ORD00000141,PROD00000141,USER00000141,2023-07-29,2024-05-13,1,173.42,1,Wrong item,Returned,-19567.0,33,0,21,2,0,26.04,1,289.0,1.0
ORD00000144,PROD00000144,USER00000144,2024-08-03,2024-05-16,4,288.71,3,Defective,Returned,-19939.0,60,1,49,0,0,42.11,1,-79.0,1.0
ORD00000150,PROD00000150,USER00000150,2024-09-01,2023-02-23,0,402.79,2,Wrong item,Returned,-19968.0,23,0,25,3,1,2.22,1,-556.0,1.0
ORD00000153,PROD00000153,USER00000153,2024-10-20,2023-02-06,1,444.83,1,Defective,Returned,-20017.0,20,0,4,3,0,26.84,1,-622.0,1.0
ORD00000155,PROD00000155,USER00000155,2024-06-27,2023-01-29,0,332.49,4,Changed mind,Returned,-19902.0,66,0,32,0,0,34.21,1,-515.0,1.0
ORD00000159,PROD00000159,USER00000159,2023-09-15,2024-08-25,1,217.79,4,Defective,Returned,-19615.0,40,1,55,3,0,34.27,1,345.0,1.0
ORD00000160,PROD00000160,USER00000160,2023-11-04,2024-09-28,1,434.66,2,Not as described,Returned,-19665.0,19,0,79,1,2,49.39,1,329.0,1.0
ORD00000162,PROD00000162,USER00000162,2024-07-06,2023-03-18,4,231.11,5,Changed mind,Returned,-19911.0,40,0,52,0,1,21.38,1,-476.0,1.0
ORD00000163,PROD00000163,USER00000163,2023-04-27,2024-09-14,4,291.43,4,Defective,Returned,-19474.0,22,1,69,3,0,8.13,1,506.0,1.0
ORD00000164,PROD00000164,USER00000164,2024-06-02,2024-10-02,2,128.65,1,Changed mind,Returned,-19876.0,37,0,55,1,1,1.9,1,122.0,1.0
ORD00000165,PROD00000165,USER00000165,2023-10-01,2024-08-01,0,396.48,5,Wrong item,Returned,-19631.0,69,1,24,1,0,39.19,1,305.0,1.0
ORD00000167,PROD00000167,USER00000167,2024-11-16,2023-11-30,0,324.85,5,Defective,Returned,-20044.0,51,0,60,1,0,20.53,1,-352.0,1.0
ORD00000169,PROD00000169,USER00000169,2024-03-19,2023-06-06,0,458.16,5,Defective,Returned,-19802.0,24,0,50,3,0,5.2,1,-287.0,1.0
ORD00000170,PROD00000170,USER00000170,2023-12-01,2024-05-09,1,118.2,5,Changed mind,Returned,-19692.0,32,1,93,2,2,43.34,1,160.0,1.0
ORD00000171,PROD00000171,USER00000171,2023-12-17,2024-07-02,3,138.23,2,Wrong item,Returned,-19708.0,28,0,95,3,0,42.31,1,198.0,1.0
ORD00000172,PROD00000172,USER00000172,2024-08-26,2024-11-14,4,47.05,3,Not as described,Returned,-19961.0,43,0,15,2,0,45.62,1,80.0,1.0
ORD00000173,PROD00000173,USER00000173,2023-06-05,2024-09-28,4,9.03,5,Not as described,Returned,-19513.0,39,1,22,0,2,37.1,1,481.0,1.0
ORD00000175,PROD00000175,USER00000175,2024-09-10,2024-01-24,1,381.39,1,Changed mind,Returned,-19977.0,24,0,71,1,1,45.86,1,-230.0,1.0
ORD00000179,PROD00000179,USER00000179,2024-01-12,2023-01-04,2,80.81,5,Not as described,Returned,-19735.0,61,1,8,2,2,30.75,1,-373.0,1.0
ORD00000181,PROD00000181,USER00000181,2024-09-22,2023-10-05,2,244.32,5,Not as described,Returned,-19989.0,56,0,29,3,2,27.21,1,-353.0,1.0
ORD00000182,PROD00000182,USER00000182,2023-10-31,2024-09-25,1,69.89,4,Wrong item,Returned,-19661.0,41,1,13,0,0,32.4,1,330.0,1.0
ORD00000183,PROD00000183,USER00000183,2023-03-31,2023-10-26,4,340.06,3,Not as described,Returned,-19447.0,56,0,92,0,1,27.27,1,209.0,1.0
ORD00000184,PROD00000184,USER00000184,2023-11-17,2023-06-17,4,191.81,4,Changed mind,Returned,-19679.0,34,0,75,1,0,7.94,1,-153.0,1.0
ORD00000186,PROD00000186,USER00000186,2024-05-31,2023-04-26,1,360.81,3,Wrong item,Returned,-19875.0,61,1,1,3,1,49.0,1,-401.0,1.0
ORD00000187,PROD00000187,USER00000187,2024-09-10,2024-03-09,3,142.79,1,Not as described,Returned,-19977.0,56,1,52,3,1,19.22,1,-185.0,1.0
ORD00000188,PROD00000188,USER00000188,2023-07-26,2024-03-24,1,356.89,2,Defective,Returned,-19564.0,36,0,20,1,2,32.57,1,242.0,1.0
ORD00000191,PROD00000191,USER00000191,2023-12-08,2023-04-02,4,323.29,1,Not as described,Returned,-19700.0,55,1,54,2,0,40.46,1,-250.0,1.0
ORD00000194,PROD00000194,USER00000194,2024-01-08,2023-05-10,1,136.22,2,Wrong item,Returned,-19731.0,20,0,28,0,0,25.96,1,-243.0,1.0
ORD00000196,PROD00000196,USER00000196,2024-04-10,2023-05-26,2,6.5,5,Wrong item,Returned,-19824.0,51,1,70,0,0,23.83,1,-320.0,1.0
ORD00000204,PROD00000204,USER00000204,2023-04-25,2024-06-19,1,362.81,5,Not as described,Returned,-19472.0,37,1,34,2,0,21.11,1,421.0,1.0
ORD00000209,PROD00000209,USER00000209,2024-07-20,2023-10-22,2,358.69,5,Wrong item,Returned,-19925.0,68,0,25,2,2,49.22,1,-272.0,1.0
ORD00000211,PROD00000211,USER00000211,2023-12-11,2023-02-11,0,198.21,2,Not as described,Returned,-19703.0,67,0,51,1,1,47.3,1,-303.0,1.0
ORD00000212,PROD00000212,USER00000212,2024-10-13,2023-10-25,4,54.72,5,Not as described,Returned,-20010.0,69,1,4,1,1,7.16,1,-354.0,1.0
ORD00000213,PROD00000213,USER00000213,2023-11-07,2024-05-19,2,488.4,3,Not as described,Returned,-19668.0,51,0,90,1,2,19.88,1,194.0,1.0
ORD00000214,PROD00000214,USER00000214,2023-07-25,2024-02-14,0,270.92,1,Defective,Returned,-19563.0,36,0,13,3,2,19.62,1,204.0,1.0
ORD00000219,PROD00000219,USER00000219,2024-12-14,2024-03-28,1,393.44,3,Not as described,Returned,-20072.0,52,1,64,2,2,33.6,1,-261.0,1.0
ORD00000220,PROD00000220,USER00000220,2023-11-09,2023-11-22,1,128.35,3,Not as described,Returned,-19670.0,37,1,58,2,2,15.47,1,13.0,1.0
ORD00000221,PROD00000221,USER00000221,2023-04-19,2023-12-03,4,144.86,4,Changed mind,Returned,-19466.0,64,1,7,1,1,7.51,1,228.0,1.0
ORD00000223,PROD00000223,USER00000223,2023-06-09,2024-05-29,1,409.65,2,Not as described,Returned,-19517.0,64,1,8,0,0,43.1,1,355.0,1.0
ORD00000224,PROD00000224,USER00000224,2023-03-31,2023-04-13,3,170.03,3,Defective,Returned,-19447.0,21,1,70,3,2,23.19,1,13.0,1.0
ORD00000227,PROD00000227,USER00000227,2023-09-25,2024-02-09,0,277.15,1,Wrong item,Returned,-19625.0,67,1,93,0,1,46.01,1,137.0,1.0
ORD00000229,PROD00000229,USER00000229,2023-06-06,2024-02-14,3,427.99,2,Defective,Returned,-19514.0,62,1,22,1,1,15.63,1,253.0,1.0
ORD00000230,PROD00000230,USER00000230,2023-05-12,2024-06-08,3,130.63,1,Defective,Returned,-19489.0,40,0,44,2,1,12.37,1,393.0,1.0
ORD00000232,PROD00000232,USER00000232,2024-09-07,2024-06-25,3,345.5,5,Defective,Returned,-19974.0,56,1,50,2,2,23.75,1,-74.0,1.0
ORD00000236,PROD00000236,USER00000236,2023-10-25,2023-07-21,3,329.59,4,Changed mind,Returned,-19656.0,41,1,7,3,2,8.74,1,-96.0,1.0
ORD00000237,PROD00000237,USER00000237,2023-12-10,2024-02-12,3,359.73,5,Wrong item,Returned,-19701.0,50,0,82,3,2,11.7,1,64.0,1.0
ORD00000238,PROD00000238,USER00000238,2024-06-17,2024-08-22,4,378.25,5,Changed mind,Returned,-19891.0,27,1,69,1,2,23.41,1,66.0,1.0
ORD00000241,PROD00000241,USER00000241,2023-03-11,2024-04-30,1,151.4,1,Changed mind,Returned,-19427.0,24,1,56,1,0,39.16,1,416.0,1.0
ORD00000242,PROD00000242,USER00000242,2024-02-22,2023-03-10,1,89.8,5,Wrong item,Returned,-19776.0,43,0,14,3,2,7.86,1,-349.0,1.0
ORD00000243,PROD00000243,USER00000243,2024-01-26,2023-02-05,1,246.71,3,Not as described,Returned,-19749.0,18,1,37,2,2,1.18,1,-355.0,1.0
ORD00000244,PROD00000244,USER00000244,2024-08-13,2023-06-14,4,150.75,2,Changed mind,Returned,-19949.0,24,0,15,1,0,25.88,1,-426.0,1.0
ORD00000247,PROD00000247,USER00000247,2024-08-09,2024-09-04,4,331.08,3,Defective,Returned,-19944.0,65,1,50,2,1,33.08,1,26.0,1.0
ORD00000248,PROD00000248,USER00000248,2023-06-19,2024-09-05,0,27.39,3,Changed mind,Returned,-19527.0,56,0,99,1,0,42.79,1,444.0,1.0
ORD00000249,PROD00000249,USER00000249,2023-02-25,2024-12-24,3,341.03,4,Defective,Returned,-19413.0,69,0,55,2,0,2.42,1,668.0,1.0
ORD00000250,PROD00000250,USER00000250,2023-02-06,2024-12-02,4,299.98,4,Changed mind,Returned,-19394.0,43,0,76,0,1,35.3,1,665.0,1.0
ORD00000252,PROD00000252,USER00000252,2024-01-03,2024-04-26,3,80.88,3,Not as described,Returned,-19725.0,35,0,36,3,1,46.78,1,114.0,1.0
ORD00000253,PROD00000253,USER00000253,2024-04-24,2023-08-24,3,450.4,5,Changed mind,Returned,-19838.0,42,0,10,2,0,30.89,1,-244.0,1.0
ORD00000254,PROD00000254,USER00000254,2024-12-09,2024-09-06,4,382.22,5,Changed mind,Returned,-20067.0,51,1,0,1,0,26.81,1,-94.0,1.0
ORD00000255,PROD00000255,USER00000255,2023-10-28,2023-10-21,0,485.32,4,Wrong item,Returned,-19659.0,60,0,8,0,0,6.08,1,-7.0,1.0
ORD00000260,PROD00000260,USER00000260,2023-01-29,2024-03-22,3,395.28,4,Defective,Returned,-19386.0,47,1,15,0,0,6.27,1,418.0,1.0
ORD00000261,PROD00000261,USER00000261,2024-10-21,2023-09-04,1,409.57,2,Defective,Returned,-20018.0,36,1,97,1,2,29.37,1,-413.0,1.0
ORD00000262,PROD00000262,USER00000262,2023-05-13,2024-11-01,1,48.49,2,Wrong item,Returned,-19490.0,27,1,73,0,2,48.7,1,538.0,1.0
ORD00000263,PROD00000263,USER00000263,2023-03-25,2024-04-11,0,365.3,4,Defective,Returned,-19441.0,70,1,53,1,2,25.2,1,383.0,1.0
ORD00000266,PROD00000266,USER00000266,2023-05-09,2024-02-15,4,333.67,5,Wrong item,Returned,-19486.0,61,0,3,3,0,40.16,1,282.0,1.0
ORD00000267,PROD00000267,USER00000267,2024-07-19,2023-09-28,0,104.54,1,Changed mind,Returned,-19924.0,33,0,8,2,1,10.73,1,-295.0,1.0
ORD00000269,PROD00000269,USER00000269,2024-09-19,2024-04-28,1,385.95,4,Not as described,Returned,-19986.0,58,1,76,1,2,12.61,1,-144.0,1.0
ORD00000270,PROD00000270,USER00000270,2023-12-21,2023-10-20,1,354.81,3,Defective,Returned,-19713.0,64,1,9,2,1,29.05,1,-62.0,1.0
ORD00000271,PROD00000271,USER00000271,2024-09-25,2024-03-26,1,282.89,1,Defective,Returned,-19992.0,21,0,83,1,2,47.82,1,-183.0,1.0
ORD00000272,PROD00000272,USER00000272,2024-06-02,2023-12-29,0,394.63,3,Not as described,Returned,-19877.0,26,0,66,3,2,1.41,1,-156.0,1.0
ORD00000274,PROD00000274,USER00000274,2024-01-19,2024-11-02,2,392.03,5,Defective,Returned,-19741.0,21,1,15,1,2,2.16,1,288.0,1.0
ORD00000277,PROD00000277,USER00000277,2023-07-31,2024-01-26,0,182.75,5,Not as described,Returned,-19569.0,70,1,51,3,1,18.41,1,179.0,1.0
ORD00000278,PROD00000278,USER00000278,2023-06-06,2024-05-09,0,161.86,3,Defective,Returned,-19514.0,39,1,34,0,1,26.28,1,338.0,1.0
ORD00000279,PROD00000279,USER00000279,2024-06-07,2023-07-08,3,418.05,5,Defective,Returned,-19882.0,33,0,88,2,2,48.85,1,-335.0,1.0
ORD00000281,PROD00000281,USER00000281,2023-12-08,2023-07-11,1,12.83,4,Defective,Returned,-19700.0,40,0,63,0,0,15.24,1,-150.0,1.0
ORD00000282,PROD00000282,USER00000282,2024-11-25,2024-09-20,3,296.09,1,Wrong item,Returned,-20053.0,54,1,82,1,0,13.5,1,-66.0,1.0
ORD00000283,PROD00000283,USER00000283,2024-07-26,2023-07-03,2,411.49,2,Wrong item,Returned,-19931.0,49,1,27,2,2,21.99,1,-389.0,1.0
ORD00000284,PROD00000284,USER00000284,2024-11-02,2023-06-01,1,389.91,2,Wrong item,Returned,-20030.0,44,1,9,3,0,35.5,1,-520.0,1.0
ORD00000285,PROD00000285,USER00000285,2024-12-26,2023-09-01,1,119.65,3,Wrong item,Returned,-20084.0,40,1,55,2,1,19.25,1,-482.0,1.0
ORD00000288,PROD00000288,USER00000288,2023-02-09,2024-01-03,0,338.15,5,Wrong item,Returned,-19397.0,29,0,99,3,1,1.29,1,328.0,1.0
ORD00000289,PROD00000289,USER00000289,2024-04-16,2024-03-12,3,433.58,5,Not as described,Returned,-19830.0,30,1,72,2,1,17.84,1,-35.0,1.0
ORD00000291,PROD00000291,USER00000291,2024-05-04,2023-01-07,1,181.12,5,Changed mind,Returned,-19848.0,59,1,70,0,2,31.29,1,-483.0,1.0
ORD00000293,PROD00000293,USER00000293,2024-09-30,2024-05-23,2,494.96,2,Changed mind,Returned,-19997.0,50,0,50,2,2,0.54,1,-130.0,1.0
ORD00000294,PROD00000294,USER00000294,2023-05-31,2023-05-20,2,418.25,2,Not as described,Returned,-19509.0,22,1,47,3,2,11.96,1,-11.0,1.0
ORD00000295,PROD00000295,USER00000295,2023-03-16,2023-05-09,1,477.66,3,Defective,Returned,-19432.0,67,1,4,3,1,29.89,1,54.0,1.0
ORD00000298,PROD00000298,USER00000298,2023-02-22,2024-08-16,4,43.12,1,Defective,Returned,-19410.0,63,1,40,0,2,18.5,1,541.0,1.0
ORD00000301,PROD00000301,USER00000301,2023-10-18,2024-02-12,3,404.99,3,Not as described,Returned,-19648.0,43,1,76,1,2,16.97,1,117.0,1.0
ORD00000302,PROD00000302,USER00000302,2023-09-08,2023-05-10,1,139.65,3,Wrong item,Returned,-19609.0,55,0,62,0,1,39.08,1,-121.0,1.0
ORD00000304,PROD00000304,USER00000304,2023-07-27,2023-04-25,1,456.02,3,Changed mind,Returned,-19566.0,59,0,22,2,0,28.93,1,-93.0,1.0
ORD00000307,PROD00000307,USER00000307,2023-12-14,2023-12-21,0,423.45,2,Changed mind,Returned,-19705.0,29,0,71,3,2,37.12,1,7.0,1.0
ORD00000310,PROD00000310,USER00000310,2023-01-16,2023-05-26,1,365.89,5,Not as described,Returned,-19373.0,27,1,32,0,2,26.27,1,130.0,1.0
ORD00000313,PROD00000313,USER00000313,2024-09-27,2024-08-14,1,341.18,4,Wrong item,Returned,-19994.0,45,0,39,1,0,6.37,1,-44.0,1.0
ORD00000314,PROD00000314,USER00000314,2023-10-13,2024-05-26,2,192.67,2,Wrong item,Returned,-19643.0,53,0,28,2,1,37.32,1,226.0,1.0
ORD00000315,PROD00000315,USER00000315,2024-09-16,2023-05-31,1,191.95,2,Changed mind,Returned,-19983.0,41,0,73,2,2,42.02,1,-474.0,1.0
ORD00000318,PROD00000318,USER00000318,2024-10-28,2024-01-11,2,160.79,3,Defective,Returned,-20025.0,46,0,99,2,0,47.81,1,-291.0,1.0
ORD00000319,PROD00000319,USER00000319,2023-11-10,2023-07-27,0,171.71,1,Wrong item,Returned,-19672.0,69,0,99,1,1,11.17,1,-106.0,1.0
ORD00000320,PROD00000320,USER00000320,2024-04-29,2023-05-04,0,237.12,3,Changed mind,Returned,-19843.0,67,1,97,2,2,8.32,1,-361.0,1.0
ORD00000335,PROD00000335,USER00000335,2023-03-16,2024-09-06,1,45.39,5,Defective,Returned,-19432.0,45,1,99,2,0,7.2,1,540.0,1.0
ORD00000336,PROD00000336,USER00000336,2023-10-16,2023-04-17,0,388.93,4,Defective,Returned,-19647.0,47,1,30,3,2,38.72,1,-182.0,1.0
ORD00000341,PROD00000341,USER00000341,2023-05-20,2024-03-14,0,392.99,1,Changed mind,Returned,-19497.0,23,1,19,3,1,35.48,1,299.0,1.0
ORD00000342,PROD00000342,USER00000342,2024-07-26,2023-10-14,1,245.04,5,Defective,Returned,-19931.0,70,0,98,3,2,7.51,1,-286.0,1.0
ORD00000343,PROD00000343,USER00000343,2023-03-24,2024-05-23,2,204.18,5,Changed mind,Returned,-19440.0,61,0,42,3,2,14.43,1,426.0,1.0
