Order_ID,Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,is_returned,days_to_return,return_probability
ORD00000025,PROD00000025,USER00000025,2024-11-22,,2,371.15,5,Not Returned,Not Returned,0.0,58,0,81,2,2,18.68,0,0.0,1.5265523798679129e-19
ORD00000026,PROD00000026,USER00000026,2023-03-05,,4,232.97,5,Not Returned,Not Returned,0.0,21,0,98,1,0,9.85,0,0.0,4.783811460719274e-13
ORD00000027,PROD00000027,USER00000027,2024-05-26,,3,455.82,1,Not Returned,Not Returned,0.0,52,0,1,3,0,11.96,0,0.0,3.468457125931103e-19
ORD00000028,PROD00000028,USER00000028,2024-05-15,2024-09-05,4,106.6,5,Defective,Returned,-19858.0,53,1,63,0,2,18.42,1,113.0,1.0
ORD00000029,PROD00000029,USER00000029,2024-04-06,,0,317.9,5,Not Returned,Not Returned,0.0,59,0,19,2,2,18.05,0,0.0,6.902202612418559e-16
ORD00000030,PROD00000030,USER00000030,2023-05-02,,4,413.34,3,Not Returned,Not Returned,0.0,49,1,47,0,2,38.29,0,0.0,6.828128721564803e-20
ORD00000031,PROD00000031,USER00000031,2023-12-09,,2,481.73,5,Not Returned,Not Returned,0.0,28,0,75,0,1,20.03,0,0.0,3.716831742765496e-21
ORD00000032,PROD00000032,USER00000032,2024-06-30,,4,308.89,4,Not Returned,Not Returned,0.0,68,0,37,1,0,35.45,0,0.0,2.978227913769617e-17
ORD00000033,PROD00000033,USER00000033,2024-02-03,2023-08-18,3,335.28,4,Wrong item,Returned,-19757.0,18,1,5,1,1,25.37,1,-169.0,1.0
ORD00000034,PROD00000034,USER00000034,2023-09-07,,4,290.49,3,Not Returned,Not Returned,0.0,34,1,31,3,1,8.51,0,0.0,1.4652710746601263e-13
ORD00000035,PROD00000035,USER00000035,2024-07-23,,1,331.26,2,Not Returned,Not Returned,0.0,46,0,95,3,2,41.02,0,0.0,1.2762073977066484e-18
ORD00000036,PROD00000036,USER00000036,2024-01-07,2023-08-29,2,115.82,5,Defective,Returned,-19730.0,54,0,32,0,0,23.76,1,-131.0,1.0
ORD00000037,PROD00000037,USER00000037,2023-02-11,2024-05-10,1,246.15,1,Wrong item,Returned,-19399.0,31,0,55,2,2,23.63,1,454.0,1.0
ORD00000038,PROD00000038,USER00000038,2023-02-17,,4,43.82,2,Not Returned,Not Returned,0.0,28,0,23,0,1,14.6,0,0.0,4.476574847555233e-05
ORD00000039,PROD00000039,USER00000039,2024-10-27,2024-10-19,4,266.34,4,Wrong item,Returned,-20024.0,44,0,53,3,2,30.88,1,-8.0,1.0
ORD00000040,PROD00000040,USER00000040,2023-03-21,,4,351.52,1,Not Returned,Not Returned,0.0,46,1,31,3,1,11.58,0,0.0,2.308957385957192e-16
ORD00000041,PROD00000041,USER00000041,2024-01-03,2023-01-15,0,334.27,4,Changed mind,Returned,-19726.0,69,1,79,3,0,43.44,1,-353.0,1.0
ORD00000042,PROD00000042,USER00000042,2024-02-10,,0,240.65,2,Not Returned,Not Returned,0.0,33,0,54,2,2,12.93,0,0.0,1.043797172344892e-12
ORD00000043,PROD00000043,USER00000043,2024-05-23,2024-06-05,1,105.7,3,Wrong item,Returned,-19866.0,44,1,30,0,1,42.07,1,13.0,1.0
ORD00000044,PROD00000044,USER00000044,2024-10-10,,3,188.76,3,Not Returned,Not Returned,0.0,66,0,34,2,2,12.68,0,0.0,2.044115023565181e-12
ORD00000045,PROD00000045,USER00000045,2023-11-15,2023-02-05,4,294.18,2,Changed mind,Returned,-19677.0,69,1,87,2,1,32.7,1,-283.0,1.0
ORD00000046,PROD00000046,USER00000046,2023-05-22,2024-03-09,3,97.31,2,Changed mind,Returned,-19499.0,53,0,39,1,1,10.96,1,292.0,1.0
ORD00000047,PROD00000047,USER00000047,2024-10-23,2024-03-22,3,335.96,2,Wrong item,Returned,-20020.0,63,1,40,0,2,19.05,1,-215.0,1.0
ORD00000048,PROD00000048,USER00000048,2024-04-19,2023-11-16,2,344.31,4,Not as described,Returned,-19833.0,36,1,62,0,0,10.99,1,-155.0,1.0
ORD00000049,PROD00000049,USER00000049,2024-03-14,,1,297.62,4,Not Returned,Not Returned,0.0,52,1,44,0,0,16.9,0,0.0,1.541261985335219e-15
ORD00000050,PROD00000050,USER00000050,2023-06-14,2024-07-21,0,23.6,1,Defective,Returned,-19522.0,37,0,34,0,1,6.53,1,403.0,1.0
ORD00000051,PROD00000051,USER00000051,2024-03-27,,4,495.34,3,Not Returned,Not Returned,0.0,46,0,41,1,0,43.34,0,0.0,2.400515426553178e-22
ORD00000052,PROD00000052,USER00000052,2024-02-22,,4,49.47,2,Not Returned,Not Returned,0.0,53,0,36,0,0,38.09,0,0.0,6.424528313592932e-08
ORD00000053,PROD00000053,USER00000053,2024-03-12,2023-05-21,1,359.9,3,Defective,Returned,-19795.0,55,0,8,1,2,3.01,1,-296.0,1.0
ORD00000054,PROD00000054,USER00000054,2023-02-12,,3,283.79,2,Not Returned,Not Returned,0.0,42,1,72,1,1,30.81,0,0.0,8.614886197027787e-16
ORD00000055,PROD00000055,USER00000055,2023-04-30,2023-04-11,3,352.93,4,Changed mind,Returned,-19478.0,34,1,18,2,0,22.83,1,-19.0,1.0
ORD00000056,PROD00000056,USER00000056,2024-02-04,,2,353.51,4,Not Returned,Not Returned,0.0,39,0,9,1,2,17.72,0,0.0,1.6823166175223018e-15
ORD00000057,PROD00000057,USER00000057,2024-09-22,2023-09-10,0,301.68,2,Changed mind,Returned,-19989.0,47,1,78,3,2,30.59,1,-378.0,1.0
ORD00000058,PROD00000058,USER00000058,2024-05-06,,3,129.94,5,Not Returned,Not Returned,0.0,65,0,25,3,1,12.83,0,0.0,3.560612956516845e-10
ORD00000059,PROD00000059,USER00000059,2023-02-13,,2,16.37,2,Not Returned,Not Returned,0.0,32,1,59,0,1,16.08,0,0.0,1.35017156804185e-05
ORD00000060,PROD00000060,USER00000060,2024-10-26,2024-02-24,0,389.83,4,Wrong item,Returned,-20023.0,40,0,33,2,0,12.23,1,-245.0,1.0
ORD00000061,PROD00000061,USER00000061,2024-11-06,,3,344.6,4,Not Returned,Not Returned,0.0,28,0,77,3,1,40.95,0,0.0,2.0823816232247174e-17
ORD00000062,PROD00000062,USER00000062,2023-12-12,,1,195.24,5,Not Returned,Not Returned,0.0,53,0,16,2,0,16.1,0,0.0,2.2649270389103662e-11
ORD00000063,PROD00000063,USER00000063,2023-11-21,,1,428.0,1,Not Returned,Not Returned,0.0,50,0,79,1,2,12.39,0,0.0,1.295340652768966e-20
ORD00000064,PROD00000064,USER00000064,2024-07-06,2023-03-17,0,429.41,3,Wrong item,Returned,-19911.0,53,1,33,1,1,13.22,1,-477.0,1.0
ORD00000065,PROD00000065,USER00000065,2023-06-03,2023-09-22,4,280.61,2,Defective,Returned,-19511.0,32,1,92,1,0,2.34,1,111.0,1.0
ORD00000066,PROD00000066,USER00000066,2024-09-08,,0,142.71,2,Not Returned,Not Returned,0.0,60,0,71,1,1,19.05,0,0.0,6.953711811407352e-12
ORD00000067,PROD00000067,USER00000067,2023-11-07,2023-05-30,4,227.79,3,Not as described,Returned,-19669.0,70,0,18,2,1,27.11,1,-161.0,1.0
ORD00000068,PROD00000068,USER00000068,2023-11-13,2024-06-16,2,394.08,3,Wrong item,Returned,-19674.0,62,1,14,0,1,12.27,1,216.0,1.0
ORD00000069,PROD00000069,USER00000069,2024-06-11,,1,266.88,2,Not Returned,Not Returned,0.0,65,0,16,1,1,21.32,0,0.0,1.409131425109333e-14
ORD00000070,PROD00000070,USER00000070,2024-05-24,2023-06-21,4,87.17,4,Defective,Returned,-19868.0,46,0,41,2,0,32.02,1,-338.0,1.0
ORD00000071,PROD00000071,USER00000071,2024-08-21,,4,312.45,4,Not Returned,Not Returned,0.0,30,0,12,3,1,33.19,0,0.0,3.3530498464630555e-14
ORD00000072,PROD00000072,USER00000072,2023-03-30,,4,481.58,3,Not Returned,Not Returned,0.0,39,1,97,1,1,22.71,0,0.0,1.3380671372974148e-22
ORD00000073,PROD00000073,USER00000073,2023-07-10,,1,283.14,5,Not Returned,Not Returned,0.0,62,1,32,0,2,17.53,0,0.0,2.493640807391937e-15
ORD00000074,PROD00000074,USER00000074,2024-02-21,,4,84.9,5,Not Returned,Not Returned,0.0,67,0,32,2,1,46.26,0,0.0,4.3961341369508397e-10
ORD00000075,PROD00000075,USER00000075,2023-05-08,2024-01-19,2,332.39,5,Not as described,Returned,-19485.0,36,1,44,1,1,24.31,1,256.0,1.0
ORD00000076,PROD00000076,USER00000076,2023-05-30,,2,139.6,5,Not Returned,Not Returned,0.0,34,1,9,3,2,13.87,0,0.0,4.011317028264015e-08
ORD00000077,PROD00000077,USER00000077,2023-04-09,2024-01-21,0,185.34,2,Not as described,Returned,-19456.0,31,0,21,3,2,36.01,1,287.0,1.0
ORD00000078,PROD00000078,USER00000078,2023-05-07,2024-08-10,4,64.29,2,Not as described,Returned,-19484.0,39,1,49,1,0,47.4,1,461.0,1.0
ORD00000079,PROD00000079,USER00000079,2024-08-07,,2,231.65,5,Not Returned,Not Returned,0.0,58,1,56,1,2,45.83,0,0.0,4.787652058336916e-15
ORD00000080,PROD00000080,USER00000080,2023-04-02,,2,44.48,1,Not Returned,Not Returned,0.0,50,1,76,1,0,27.66,0,0.0,1.688297251371398e-08
ORD00000081,PROD00000081,USER00000081,2024-03-21,2023-09-13,1,429.47,5,Defective,Returned,-19804.0,39,1,1,2,2,44.36,1,-190.0,1.0
ORD00000082,PROD00000082,USER00000082,2023-03-17,2023-08-31,2,496.22,5,Changed mind,Returned,-19433.0,67,1,24,2,1,32.87,1,167.0,1.0
ORD00000083,PROD00000083,USER00000083,2023-06-08,2024-10-23,2,52.19,1,Not as described,Returned,-19516.0,21,0,12,1,2,35.14,1,503.0,1.0
ORD00000084,PROD00000084,USER00000084,2024-11-18,,0,427.29,3,Not Returned,Not Returned,0.0,51,1,14,3,2,46.46,0,0.0,1.1284977935253607e-19
ORD00000085,PROD00000085,USER00000085,2023-04-13,,3,283.68,3,Not Returned,Not Returned,0.0,49,1,95,0,1,38.31,0,0.0,3.571776796547848e-17
ORD00000086,PROD00000086,USER00000086,2024-03-06,,3,255.78,2,Not Returned,Not Returned,0.0,63,0,43,0,1,34.49,0,0.0,2.34385867150161e-15
ORD00000087,PROD00000087,USER00000087,2023-08-03,,0,478.47,4,Not Returned,Not Returned,0.0,22,0,66,3,2,9.06,0,0.0,4.6500758195498217e-20
ORD00000088,PROD00000088,USER00000088,2023-12-12,2023-09-27,2,78.94,2,Changed mind,Returned,-19704.0,23,0,0,0,0,49.94,1,-76.0,1.0
ORD00000089,PROD00000089,USER00000089,2023-07-31,,3,481.66,3,Not Returned,Not Returned,0.0,28,1,28,3,1,20.8,0,0.0,1.057949453757772e-19
ORD00000090,PROD00000090,USER00000090,2024-10-10,,4,193.16,3,Not Returned,Not Returned,0.0,56,1,23,3,0,26.81,0,0.0,4.811342095948606e-12
ORD00000091,PROD00000091,USER00000091,2024-12-25,2024-08-11,4,99.21,1,Not as described,Returned,-20083.0,29,0,89,3,1,30.21,1,-136.0,1.0
ORD00000092,PROD00000092,USER00000092,2023-10-02,2024-02-27,3,394.71,4,Changed mind,Returned,-19632.0,66,0,10,2,1,16.01,1,148.0,1.0
ORD00000093,PROD00000093,USER00000093,2023-07-29,2024-07-01,3,230.9,2,Defective,Returned,-19567.0,69,1,1,0,1,26.62,1,338.0,1.0
ORD00000094,PROD00000094,USER00000094,2024-04-03,,1,296.56,1,Not Returned,Not Returned,0.0,39,0,97,2,2,32.02,0,0.0,7.746015759472271e-17
ORD00000095,PROD00000095,USER00000095,2023-02-27,,0,490.55,1,Not Returned,Not Returned,0.0,62,1,1,3,2,17.9,0,0.0,4.211052308824502e-21
ORD00000096,PROD00000096,USER00000096,2023-06-18,2023-11-08,4,496.31,4,Defective,Returned,-19526.0,53,1,86,2,1,10.15,1,143.0,1.0
ORD00000097,PROD00000097,USER00000097,2024-12-08,2024-04-15,4,104.39,2,Defective,Returned,-20066.0,58,0,36,0,2,28.68,1,-237.0,1.0
ORD00000098,PROD00000098,USER00000098,2024-02-21,,1,434.25,5,Not Returned,Not Returned,0.0,18,0,81,2,0,7.11,0,0.0,8.641279766162479e-19
ORD00000099,PROD00000099,USER00000099,2023-12-07,2024-12-30,0,46.61,1,Wrong item,Returned,-19698.0,42,1,34,0,1,8.9,1,389.0,1.0
ORD00000100,PROD00000100,USER00000100,2023-10-30,,1,284.49,4,Not Returned,Not Returned,0.0,48,0,51,0,1,39.82,0,0.0,8.52356253017088e-16
ORD00000101,PROD00000101,USER00000101,2024-05-01,2024-08-20,0,169.93,5,Wrong item,Returned,-19844.0,40,1,29,0,1,27.73,1,111.0,1.0
ORD00000102,PROD00000102,USER00000102,2023-09-21,,0,146.37,4,Not Returned,Not Returned,0.0,23,0,60,1,0,42.55,0,0.0,3.9069833950138566e-10
ORD00000103,PROD00000103,USER00000103,2024-09-08,,2,444.43,4,Not Returned,Not Returned,0.0,48,0,13,1,1,28.53,0,0.0,1.8064227974813553e-19
ORD00000104,PROD00000104,USER00000104,2023-04-10,2023-10-24,3,35.16,3,Defective,Returned,-19457.0,48,0,13,3,1,3.9,1,197.0,1.0
ORD00000105,PROD00000105,USER00000105,2023-06-12,,3,287.93,4,Not Returned,Not Returned,0.0,66,0,56,1,2,3.37,0,0.0,4.697273859854534e-16
ORD00000106,PROD00000106,USER00000106,2023-09-03,2023-04-04,0,448.84,2,Changed mind,Returned,-19604.0,60,1,5,2,0,26.3,1,-152.0,1.0
ORD00000107,PROD00000107,USER00000107,2023-10-09,,4,168.68,2,Not Returned,Not Returned,0.0,48,1,7,3,2,44.53,0,0.0,8.461671622565077e-11
ORD00000108,PROD00000108,USER00000108,2024-10-17,,0,466.62,3,Not Returned,Not Returned,0.0,24,1,81,1,0,8.36,0,0.0,3.1483978712672374e-20
ORD00000109,PROD00000109,USER00000109,2024-08-27,,1,51.56,4,Not Returned,Not Returned,0.0,37,1,95,0,0,44.74,0,0.0,4.507337565723905e-09
ORD00000110,PROD00000110,USER00000110,2024-05-31,,4,79.31,1,Not Returned,Not Returned,0.0,37,0,24,2,1,29.18,0,0.0,2.9003103004653783e-07
ORD00000111,PROD00000111,USER00000111,2024-08-03,2023-09-01,3,315.11,5,Defective,Returned,-19939.0,50,0,66,3,0,37.68,1,-337.0,1.0
ORD00000112,PROD00000112,USER00000112,2024-05-12,2023-04-06,1,259.57,2,Not as described,Returned,-19856.0,55,0,90,0,1,40.28,1,-402.0,1.0
ORD00000113,PROD00000113,USER00000113,2024-03-10,,1,137.72,3,Not Returned,Not Returned,0.0,45,1,76,1,2,1.13,0,0.0,2.0049439263084686e-10
ORD00000114,PROD00000114,USER00000114,2023-01-07,,2,464.67,4,Not Returned,Not Returned,0.0,54,1,11,2,2,19.21,0,0.0,3.7587168578348826e-20
ORD00000115,PROD00000115,USER00000115,2024-06-07,2023-06-01,4,197.66,4,Not as described,Returned,-19882.0,59,0,88,0,1,42.31,1,-372.0,1.0
ORD00000116,PROD00000116,USER00000116,2023-09-26,2024-07-15,0,79.9,4,Defective,Returned,-19626.0,42,0,69,3,0,22.19,1,293.0,1.0
ORD00000117,PROD00000117,USER00000117,2024-02-04,2024-09-17,2,265.23,4,Changed mind,Returned,-19757.0,57,1,87,0,1,49.85,1,226.0,1.0
ORD00000118,PROD00000118,USER00000118,2023-12-04,2023-07-01,0,91.84,2,Not as described,Returned,-19696.0,56,0,64,0,1,31.58,1,-156.0,1.0
ORD00000119,PROD00000119,USER00000119,2023-04-13,,1,468.62,2,Not Returned,Not Returned,0.0,31,1,13,2,1,46.77,0,0.0,9.052977074943638e-20
ORD00000120,PROD00000120,USER00000120,2024-08-08,2024-10-13,0,245.44,5,Changed mind,Returned,-19943.0,29,0,21,3,2,25.44,1,66.0,1.0
ORD00000121,PROD00000121,USER00000121,2023-09-06,,4,116.2,2,Not Returned,Not Returned,0.0,37,1,63,2,1,48.36,0,0.0,2.70933522571767e-10
ORD00000122,PROD00000122,USER00000122,2024-06-12,,3,400.21,3,Not Returned,Not Returned,0.0,69,0,5,3,2,36.32,0,0.0,2.6209959435661487e-19
ORD00000123,PROD00000123,USER00000123,2024-07-04,2023-11-02,2,490.8,2,Changed mind,Returned,-19909.0,37,0,8,0,0,43.37,1,-245.0,1.0
ORD00000124,PROD00000124,USER00000124,2023-03-09,,0,310.14,2,Not Returned,Not Returned,0.0,54,1,59,3,0,22.6,0,0.0,1.0372615765240295e-16
ORD00000125,PROD00000125,USER00000125,2024-12-20,,3,247.46,2,Not Returned,Not Returned,0.0,48,1,43,2,1,19.97,0,0.0,9.91893770725933e-14
ORD00000126,PROD00000126,USER00000126,2023-01-14,,3,255.71,2,Not Returned,Not Returned,0.0,57,1,72,0,2,7.64,0,0.0,4.481056115510928e-15
ORD00000127,PROD00000127,USER00000127,2024-03-03,,0,172.02,1,Not Returned,Not Returned,0.0,46,0,23,0,1,2.75,0,0.0,5.8545880444168e-10
ORD00000128,PROD00000128,USER00000128,2023-12-01,,1,170.05,2,Not Returned,Not Returned,0.0,23,1,48,1,0,35.55,0,0.0,2.6411870423392894e-10
ORD00000129,PROD00000129,USER00000129,2024-04-09,,4,314.35,3,Not Returned,Not Returned,0.0,22,1,16,0,2,15.81,0,0.0,2.3874067057447895e-13
ORD00000130,PROD00000130,USER00000130,2024-02-25,,2,319.34,1,Not Returned,Not Returned,0.0,54,1,72,2,1,18.74,0,0.0,2.6587199137193538e-17
ORD00000131,PROD00000131,USER00000131,2024-05-24,2023-10-10,0,219.29,2,Changed mind,Returned,-19868.0,56,1,52,0,0,32.59,1,-227.0,1.0
ORD00000132,PROD00000132,USER00000132,2023-02-15,2024-09-03,2,174.94,1,Defective,Returned,-19403.0,62,0,38,3,1,22.43,1,566.0,1.0
ORD00000133,PROD00000133,USER00000133,2024-03-04,,3,85.28,2,Not Returned,Not Returned,0.0,20,0,65,0,0,1.55,0,0.0,7.516005117110427e-07
ORD00000134,PROD00000134,USER00000134,2023-01-25,2023-01-05,0,18.83,1,Wrong item,Returned,-19383.0,27,1,11,2,2,1.57,1,-20.0,1.0
ORD00000135,PROD00000135,USER00000135,2024-05-31,2023-07-16,2,291.09,4,Changed mind,Returned,-19875.0,19,0,56,1,0,8.37,1,-320.0,1.0
ORD00000136,PROD00000136,USER00000136,2023-01-23,2023-06-11,4,386.51,1,Wrong item,Returned,-19380.0,27,1,41,0,2,10.19,1,139.0,1.0
ORD00000137,PROD00000137,USER00000137,2024-07-17,2024-01-13,2,285.21,4,Not as described,Returned,-19922.0,32,1,33,1,1,40.21,1,-186.0,1.0
ORD00000138,PROD00000138,USER00000138,2023-08-01,,1,238.63,2,Not Returned,Not Returned,0.0,46,0,13,0,0,20.89,0,0.0,2.20290059685235e-12
ORD00000139,PROD00000139,USER00000139,2024-04-09,2023-10-13,0,16.55,4,Changed mind,Returned,-19823.0,21,0,19,0,0,22.61,1,-179.0,1.0
ORD00000140,PROD00000140,USER00000140,2024-10-09,2023-10-15,3,161.94,5,Changed mind,Returned,-20006.0,68,0,54,2,2,35.96,1,-360.0,1.0
ORD00000141,PROD00000141,USER00000141,2023-07-29,2024-05-13,1,173.42,1,Wrong item,Returned,-19567.0,33,0,21,2,0,26.04,1,289.0,1.0
ORD00000142,PROD00000142,USER00000142,2023-10-17,,2,199.13,4,Not Returned,Not Returned,0.0,50,0,89,0,0,4.82,0,0.0,2.9538845896957824e-13
ORD00000143,PROD00000143,USER00000143,2023-01-01,,2,219.56,1,Not Returned,Not Returned,0.0,24,0,23,1,2,1.05,0,0.0,3.9712251536133524e-10
ORD00000144,PROD00000144,USER00000144,2024-08-03,2024-05-16,4,288.71,3,Defective,Returned,-19939.0,60,1,49,0,0,42.11,1,-79.0,1.0
ORD00000145,PROD00000145,USER00000145,2023-10-10,,1,66.65,2,Not Returned,Not Returned,0.0,58,0,90,3,0,38.8,0,0.0,1.6725709221821774e-10
ORD00000146,PROD00000146,USER00000146,2024-10-12,,1,328.09,3,Not Returned,Not Returned,0.0,59,0,15,2,1,8.73,0,0.0,8.5319838213511e-16
ORD00000147,PROD00000147,USER00000147,2024-12-18,,1,222.62,3,Not Returned,Not Returned,0.0,53,0,75,3,0,10.03,0,0.0,6.335632654091108e-14
ORD00000148,PROD00000148,USER00000148,2024-10-27,,4,404.5,1,Not Returned,Not Returned,0.0,31,0,73,2,0,44.89,0,0.0,1.6184600524138104e-19
ORD00000149,PROD00000149,USER00000149,2024-10-15,,4,438.43,4,Not Returned,Not Returned,0.0,32,1,34,0,0,26.75,0,0.0,6.578276653843943e-19
ORD00000150,PROD00000150,USER00000150,2024-09-01,2023-02-23,0,402.79,2,Wrong item,Returned,-19968.0,23,0,25,3,1,2.22,1,-556.0,1.0
ORD00000151,PROD00000151,USER00000151,2023-10-01,,4,140.06,1,Not Returned,Not Returned,0.0,42,1,29,2,1,33.08,0,0.0,7.931201765474777e-10
ORD00000152,PROD00000152,USER00000152,2024-07-19,,3,255.92,1,Not Returned,Not Returned,0.0,18,0,79,1,2,33.02,0,0.0,1.0600442456322224e-13
ORD00000153,PROD00000153,USER00000153,2024-10-20,2023-02-06,1,444.83,1,Defective,Returned,-20017.0,20,0,4,3,0,26.84,1,-622.0,1.0
ORD00000154,PROD00000154,USER00000154,2024-08-07,,2,27.23,3,Not Returned,Not Returned,0.0,42,1,48,0,0,49.27,0,0.0,3.0418670691061853e-07
ORD00000155,PROD00000155,USER00000155,2024-06-27,2023-01-29,0,332.49,4,Changed mind,Returned,-19902.0,66,0,32,0,0,34.21,1,-515.0,1.0
ORD00000156,PROD00000156,USER00000156,2024-02-01,,3,469.69,5,Not Returned,Not Returned,0.0,28,0,11,2,0,22.43,0,0.0,7.818558669314537e-19
ORD00000157,PROD00000157,USER00000157,2024-06-26,,0,31.93,5,Not Returned,Not Returned,0.0,40,1,94,1,2,5.75,0,0.0,2.1673025952687458e-07
ORD00000158,PROD00000158,USER00000158,2023-07-08,,0,24.41,5,Not Returned,Not Returned,0.0,69,1,28,0,1,22.26,0,0.0,2.4254584861154126e-07
ORD00000159,PROD00000159,USER00000159,2023-09-15,2024-08-25,1,217.79,4,Defective,Returned,-19615.0,40,1,55,3,0,34.27,1,345.0,1.0
ORD00000160,PROD00000160,USER00000160,2023-11-04,2024-09-28,1,434.66,2,Not as described,Returned,-19665.0,19,0,79,1,2,49.39,1,329.0,1.0
ORD00000161,PROD00000161,USER00000161,2024-04-30,,0,32.48,2,Not Returned,Not Returned,0.0,57,0,37,2,2,9.27,0,0.0,9.61753449158278e-07
ORD00000162,PROD00000162,USER00000162,2024-07-06,2023-03-18,4,231.11,5,Changed mind,Returned,-19911.0,40,0,52,0,1,21.38,1,-476.0,1.0
ORD00000163,PROD00000163,USER00000163,2023-04-27,2024-09-14,4,291.43,4,Defective,Returned,-19474.0,22,1,69,3,0,8.13,1,506.0,1.0
ORD00000164,PROD00000164,USER00000164,2024-06-02,2024-10-02,2,128.65,1,Changed mind,Returned,-19876.0,37,0,55,1,1,1.9,1,122.0,1.0
ORD00000165,PROD00000165,USER00000165,2023-10-01,2024-08-01,0,396.48,5,Wrong item,Returned,-19631.0,69,1,24,1,0,39.19,1,305.0,1.0
